default,amount_of_loan,credit_rating,years_with_bank,rent_mortgage_own,income,age
0,1000,B,3,0,36000,23
0,3200,B,2,0,27600,25
1,5000,A,2,0,48000,31
0,6000,A,15,1,55000,24
0,12000,A,14,1,150000,29
0,12000,B,16,1,78000,28
1,6075,B,2,0,12000,32
0,24400,A,6,1,90000,27
1,6000,B,1,0,37000,23
0,4000,A,2,1,75000,26
0,8000,A,2,0,52000,24
0,7200,A,2,0,35000,28
0,35000,D,12,2,115000,29
0,7200,B,6,0,135000,25
1,10000,D,5,0,71600,26
0,9000,A,26,0,59520,29
1,10000,D,0,0,48000,23
1,8000,B,16,0,120000,37
0,6000,A,3,1,50400,33
0,5000,C,7,1,100000,42
0,6250,B,4,0,18000,29
0,4150,B,4,0,100000,23
0,9000,A,0,1,30000,32
0,11700,C,2,1,55600,24
0,7000,D,2,0,46000,29
1,6000,B,1,0,76000,31
1,8000,B,3,0,36500,36
1,5000,B,22,1,38400,23
1,6200,B,0,2,24000,31
1,7200,B,0,0,31700,21
0,10000,B,15,0,43000,27
0,16000,A,18,1,78500,25
0,11500,B,3,0,74000,24
0,2500,E,7,0,27024,25
0,4000,D,27,0,45000,23
0,9000,A,0,1,74000,29
1,4000,A,7,1,35000,22
0,7000,B,4,1,60000,26
0,6000,E,0,0,51000,24
1,21250,B,5,0,37000,22
0,8400,B,7,1,28800,23
0,8400,A,2,0,49872,35
0,2100,B,0,0,33500,27
1,12000,B,7,0,37200,22
1,2500,B,0,0,13200,22
0,4000,A,15,0,62500,25
0,10400,A,0,0,30456,27
0,14000,A,12,0,30000,22
0,20000,C,9,0,106000,30
0,10000,B,6,0,45000,22
0,7200,A,11,2,10080,33
0,3000,B,3,0,24000,22
0,5600,B,8,0,57995,29
0,24250,D,9,2,127500,26
1,12000,A,28,1,26004,22
0,20000,B,3,0,172500,26
1,1200,D,2,0,10000,27
0,15000,B,5,2,160000,25
1,11200,D,5,0,26000,22
0,18300,B,9,1,108000,26
0,725,A,1,0,12000,27
1,6725,A,6,1,36000,23
1,5000,A,11,1,54000,26
0,6000,D,7,1,55777,30
1,16450,B,0,2,38400,33
0,10000,D,12,0,61000,29
0,5000,D,8,1,72000,38
1,10000,B,10,0,39000,22
0,1850,B,0,0,42000,30
1,10000,B,7,0,120000,23
1,1800,B,2,2,24449.16,22
0,11000,B,3,0,39000,27
0,10000,C,4,0,44160,23
1,3500,C,17,2,18000,28
0,1200,A,4,0,9960,24
1,8500,A,40,1,60000,26
0,7125,A,2,2,21600,21
0,4775,B,4,1,51000,36
1,5000,E,2,0,36000,27
1,3000,B,0,0,19200,23
0,17000,B,4,0,61000,32
0,10500,A,3,0,29000,40
0,16000,C,0,1,100000,24
0,12000,A,3,1,77000,43
0,9000,B,1,0,36000,23
0,4200,C,8,1,72061,44
1,25000,D,4,1,128000,27
1,6125,D,1,1,40300,28
1,5000,C,6,0,35000,26
1,5275,C,4,0,15600,29
1,9750,D,1,0,39000,31
0,10000,A,7,1,45000,21
1,3000,C,0,0,42000,23
1,25000,E,5,0,75000,27
0,1675,B,3,0,24960,23
0,1325,A,17,2,39456,24
0,6200,A,7,1,62000,24
0,8000,A,2,0,78000,31
1,13000,A,6,0,42000,26
0,12000,B,0,2,23004,36
1,14400,D,1,0,36120,38
1,14500,D,1,0,36000,21
1,3400,D,1,0,32004,32
0,5000,A,4,1,45000,21
0,6000,B,1,1,150000,26
1,8000,C,9,0,42000,25
1,22000,C,19,0,49000,25
0,9600,C,14,0,58000,26
0,10000,B,0,0,80000,25
0,6000,B,32,1,75000,23
0,4800,C,4,0,42000,22
0,4400,B,0,1,48000,24
0,19200,A,3,0,60000,28
0,6500,E,0,0,21840,27
1,14000,C,9,1,87000,30
1,6000,D,3,0,15000,22
1,5500,A,1,1,36780,25
0,7000,B,25,1,70000,24
0,15000,B,10,1,75000,23
1,35000,D,14,2,100000,23
1,25000,C,6,0,115000,36
0,9000,B,1,0,41000,28
1,10000,C,0,0,39000,25
1,6000,B,6,1,48000,29
0,10000,D,0,0,85000,23
0,2500,A,6,1,81000,28
0,20000,A,1,2,158000,29
0,11000,B,3,0,90000,35
0,12000,C,4,0,42000,23
1,5000,B,6,1,77000,24
0,3200,A,12,1,82000,26
0,11500,A,5,1,29000,23
0,25000,D,4,1,67100,24
0,6425,C,0,0,70000,24
0,25000,D,8,1,160000,24
0,4000,A,0,0,45000,28
1,8400,D,8,1,56000,27
1,7000,A,8,1,39000,36
0,4500,A,10,1,95000,23
1,7550,B,21,0,73000,26
1,2000,A,2,1,12600,22
0,6600,A,25,2,26400,35
0,3100,A,4,1,56004,27
1,3325,D,0,0,75000,27
1,18000,B,3,1,85000,27
1,7200,E,5,0,35000,37
1,5000,D,6,0,50000,23
0,21600,C,2,2,95000,41
1,20000,C,21,1,100000,33
0,10000,B,18,0,88000,26
0,15000,B,5,0,65000,29
0,25000,F,0,1,225000,25
0,3000,A,7,1,54000,23
1,7500,C,7,1,92004,26
0,6000,D,4,0,18996,22
0,9350,A,4,0,50000,22
0,3000,A,2,0,42000,23
1,6000,E,0,0,50000,34
0,11350,A,6,0,43200,33
1,15000,D,2,1,99996,29
0,6000,A,11,1,98004,43
1,13750,C,2,1,42000,25
1,4400,C,15,1,51480,23
0,7500,B,11,1,79000,25
0,9000,B,0,0,23900,22
0,11700,A,4,1,77705.88,23
0,10000,D,0,0,46000,42
0,9600,A,5,1,50000,32
0,8000,B,5,1,35000,35
1,7200,A,26,1,61200,22
0,7500,A,4,0,48000,23
0,8575,B,26,1,120000,24
1,20000,E,9,0,186462,36
0,10000,A,2,1,37000,23
1,3000,B,12,0,64800,23
0,3000,B,0,0,21000,41
0,5000,D,3,0,42000,29
0,4750,C,0,1,25000,23
0,8500,A,3,1,42000,24
1,4000,B,0,0,130068,24
0,5500,C,0,0,73700,24
0,2500,C,2,0,14400,26
1,4000,E,2,2,37200,25
0,7000,A,0,0,60000,24
0,1500,C,2,0,26000,29
0,4000,B,3,0,31200,24
1,12000,C,6,0,25200,34
0,5000,B,0,1,38400,23
0,16000,B,14,1,92000,34
0,9200,B,5,2,32496,27
1,6000,D,9,1,65827,47
1,18000,D,8,0,48000,24
1,3400,B,17,1,76145,25
1,2000,A,3,0,45000,25
1,2400,C,3,0,60000,24
1,10000,D,8,0,68000,32
0,3000,B,2,0,27600,21
1,20000,C,3,0,108901,25
0,1000,C,1,0,24000,30
1,16400,C,5,2,54996,27
0,4000,C,5,0,86095,27
0,15000,D,3,0,45000,26
1,20000,C,9,0,69000,30
1,12000,D,22,0,72000,25
1,1500,B,1,0,30000,28
1,4325,A,1,0,48000,23
0,10000,D,3,0,57600,23
0,5050,D,8,0,40000,26
0,9000,A,3,1,110000,36
1,7500,D,1,0,37000,28
0,10000,B,0,1,85000,24
0,6000,A,33,1,120000,23
0,7000,A,5,0,60000,24
0,16000,E,3,0,139992,23
0,1600,C,2,0,23000,24
1,20000,B,13,0,75000,28
0,8000,B,5,0,27996,30
0,7000,A,5,1,43000,21
0,10000,C,1,1,100000,29
1,16000,B,0,1,93000,23
0,10000,B,1,0,45000,28
1,10000,A,1,0,30000,22
0,3600,B,4,0,31000,22
0,4000,B,3,1,45000,22
1,3000,A,1,0,54000,25
1,10500,A,20,1,48000,23
0,5000,C,0,0,32000,41
1,13800,C,2,0,57600,27
1,3500,A,2,0,12996,22
0,12000,A,2,1,120000,24
0,12000,A,2,1,44000,21
0,8500,B,2,1,55000,26
1,15000,B,8,1,50000,23
0,11500,B,5,1,34000,22
1,21200,B,20,1,60000,23
0,7200,A,4,1,105000,23
1,6000,A,2,0,21640,24
0,18000,B,12,0,66000,25
1,35000,A,0,1,150000,31
0,12000,E,2,0,85000,25
0,9200,A,1,1,68000,40
0,9225,A,5,2,45996,26
0,3500,D,4,0,48000,28
0,4000,B,1,0,35000,31
0,5000,A,8,0,60000,30
0,18250,B,0,0,34000,22
0,13000,A,2,1,72100,22
1,8000,D,15,2,45678.84,28
0,7500,A,2,1,48000,33
0,16800,A,3,1,121000,27
1,8000,C,0,0,13000,31
0,15000,A,13,1,97781,23
1,14000,B,6,1,90000,23
0,6000,A,4,1,76486.08,26
1,7000,C,4,0,45000,27
1,3200,B,11,1,77000,22
1,3000,B,1,0,42000,22
0,8000,C,9,0,64000,31
0,15000,C,3,1,80300,34
0,12000,A,3,0,52000,32
1,3000,C,3,2,57600,27
0,6400,B,4,0,75000,24
0,6000,C,27,2,75000,27
0,19750,C,0,0,45000,36
0,1000,B,3,1,35138.4,25
0,2100,B,3,0,39000,27
1,9000,A,3,1,86400,23
0,16750,B,15,1,42000,49
0,5000,C,3,0,65000,23
0,11200,A,9,1,87000,22
1,10000,C,3,1,30000,22
1,7000,A,12,0,66000,24
0,2500,B,1,0,115000,32
0,12000,A,2,0,42000,25
1,3300,C,0,2,41196,33
1,11200,B,3,0,75000,30
0,3000,B,5,1,34800,27
0,14000,A,5,0,36000,34
1,14400,C,3,1,48000,48
0,6500,B,9,1,57600,24
0,4000,A,8,2,26748,45
1,9600,A,3,0,65000,26
1,9000,B,4,1,145000,26
1,12250,A,4,1,40000,26
0,1500,B,13,1,35000,41
1,28000,A,4,1,118000,24
1,7650,E,4,0,39000,29
0,7500,B,1,2,22300,23
0,17300,D,8,1,56400,22
0,12000,C,0,0,48000,26
0,5000,C,24,0,90000,23
0,6000,D,1,0,45000,23
0,6000,C,3,0,46000,25
0,2700,B,6,0,15000,30
0,16775,C,7,0,83000,30
0,8000,A,5,1,70000,25
0,25000,B,19,1,102489.4,30
0,11000,A,9,0,43000,24
0,5000,B,6,1,69996,24
1,9725,B,8,2,50000,29
1,3000,B,7,0,80400,33
0,21000,B,3,0,80000,23
1,2050,B,1,0,30000,31
0,9175,B,15,2,25000,32
0,10000,C,4,0,33000,23
0,12000,A,1,1,1200000,32
0,10000,A,0,0,90000,23
0,7400,E,0,0,48000,25
0,10000,C,8,1,72000,34
0,12000,A,0,1,95400,21
0,2150,B,0,0,20000,28
1,5000,B,13,0,55000,30
0,3000,A,9,1,48156,22
0,12000,B,0,1,65000,49
1,15000,B,3,1,182496,27
0,5000,A,6,0,34000,25
0,16000,A,13,1,90000,22
0,21000,B,6,0,117000,29
0,6400,C,0,0,25000,23
0,1600,B,2,1,30000,29
0,12000,B,13,2,33000,22
0,15000,B,0,1,19500,21
0,4500,A,3,1,58000,21
1,6000,D,4,0,55000,21
0,3200,A,3,2,50000,28
0,9000,D,34,0,56000,24
1,2000,A,22,1,63600,35
0,5000,C,1,2,85000,25
0,7000,A,14,1,25000,26
1,6000,A,2,0,37200,27
1,10000,B,4,1,73524,24
1,24000,B,4,1,90000,28
1,25000,B,4,1,80000,23
1,6000,C,12,0,58800,22
0,2000,A,0,0,44000,30
0,7975,A,8,1,40800,22
0,4075,A,6,1,45000,24
0,6500,C,0,0,55000,38
1,6000,A,0,0,50000,40
1,4800,C,4,0,36000,22
0,4000,C,0,0,17500,21
1,3800,D,0,2,20400,22
0,11500,A,17,2,60000,22
0,7500,A,3,1,83000,31
0,9000,C,2,0,34000,24
0,15000,D,3,1,58000,24
0,6500,B,2,0,26400,29
1,6000,B,4,0,38004,30
0,6000,B,20,0,80490,24
0,10000,A,6,0,79200,28
0,20000,E,0,1,120000,25
0,5000,C,5,0,87000,36
1,14400,B,8,0,125000,25
0,9300,A,11,1,96900,24
0,17000,A,3,0,55782,24
1,10000,D,40,0,30000,28
0,8000,D,2,0,45000,41
0,7000,A,2,0,50000,26
1,2800,C,3,1,45325,23
0,24000,B,29,1,85000,25
1,8000,C,5,1,52000,31
0,21000,A,1,1,144000,36
1,2000,D,2,0,14400,26
1,1950,B,0,1,100128,24
0,4000,A,7,0,33000,27
1,8000,D,3,0,52000,26
0,20000,B,2,1,135000,31
0,15000,A,15,1,148000,22
0,8500,A,5,0,64777.55,38
0,5000,A,7,1,44000,25
0,3200,A,2,2,9600,24
1,6250,D,4,1,28000,43
0,10000,C,7,1,38400,24
0,15000,D,3,0,52800,32
0,3600,B,4,0,53000,33
1,9400,A,6,0,33000,41
1,16250,B,5,0,53000,26
1,20000,D,2,0,52000,22
0,6000,A,0,0,33500,33
1,3000,C,7,0,31400,31
1,9600,B,3,1,39996,31
0,8500,C,8,1,69383,22
0,16500,A,18,1,107900,26
1,10000,B,0,0,43200,53
0,2800,C,4,1,25000,21
1,4800,E,11,0,73200,22
0,15000,A,11,1,110004,25
1,10000,C,18,0,32000,23
0,1450,C,0,0,17000,29
1,8500,C,1,1,78000,22
1,20000,E,2,1,68000,25
0,5200,A,8,1,48000,32
0,6000,B,6,0,45000,38
0,15000,A,15,1,95200,32
1,22500,A,3,1,50000,26
0,1000,D,22,1,42588,21
1,6000,A,3,2,50000,22
0,4000,B,1,0,26000,23
0,33000,E,13,1,220000,32
1,20000,C,8,0,75000,35
1,7200,A,5,2,25000,23
0,4525,A,3,2,24960,22
0,3500,C,1,0,26400,22
1,25000,B,9,1,84000,24
0,4000,B,17,1,45000,25
1,10000,D,4,1,90000,28
1,25000,C,1,1,130000,34
0,25000,E,4,1,72400,24
1,10000,A,20,2,59000,28
0,6000,A,2,0,47000,22
1,14500,C,3,0,57996,22
0,15000,A,13,1,100000,22
0,20000,D,0,2,79404,25
0,4200,A,8,1,66000,31
1,3000,C,4,0,18000,23
0,14850,A,8,0,31500,25
1,5000,B,3,0,52000,43
0,4000,A,0,0,55000,26
1,6000,B,3,0,45600,26
0,4400,B,7,2,26496,34
1,12000,B,1,1,94800,23
0,8000,A,2,1,64000,34
1,7000,A,8,1,45000,24
1,12000,D,16,0,250000,27
0,18325,A,11,1,159960,26
0,2000,C,24,1,30000,22
1,12000,A,23,1,53000,25
1,2000,C,2,2,35000,34
1,7000,C,18,0,67350,28
0,6500,A,26,1,38500,21
0,7000,C,2,0,24000,26
0,3000,B,0,1,129600,25
1,5000,C,15,0,83004,32
0,12000,C,3,1,45000,39
1,2500,D,6,0,38400,33
1,10000,B,9,0,35004,34
0,12000,A,11,1,65000,26
1,4000,B,1,1,35000,28
0,3000,C,38,1,105000,24
1,10000,B,3,1,80000,22
0,1800,C,0,0,57000,22
1,12000,C,9,1,88000,31
1,7200,B,6,0,50000,35
0,20000,E,13,1,90996,24
0,17500,E,7,0,54996,24
1,4500,E,2,0,21000,25
0,4800,B,5,0,26004,22
0,3300,B,1,1,45000,22
0,7800,B,3,1,26000,23
1,7000,C,7,2,60000,49
0,12475,A,5,1,66000,48
1,7500,D,7,1,50000,21
0,7000,A,3,2,42000,22
1,20000,E,18,0,76000,24
1,5000,C,1,2,30000,33
0,12000,D,5,0,72000,34
1,7000,E,5,2,46800,25
0,7200,A,22,1,40200,21
0,20000,A,4,1,59000,22
1,4500,B,1,1,42000,26
0,15000,C,3,0,122000,27
1,20000,D,15,1,100000,25
1,15450,E,5,1,42000,28
0,16000,B,20,1,300000,34
0,10000,B,5,0,39600,22
0,10000,B,0,1,75000,32
1,1300,C,3,0,9600,24
0,7000,B,11,1,59147,27
1,3600,C,6,1,98000,33
0,12000,C,5,1,54000,22
0,20000,B,0,0,100000,22
0,20000,B,10,1,81600,25
0,3050,A,13,1,30000,46
0,8500,B,9,1,42000,29
1,8400,A,12,0,72000,28
0,9000,B,5,1,120000,29
0,8000,B,0,0,26000,22
0,35000,A,0,1,144000,35
1,12000,D,12,1,54000,22
1,12000,C,1,0,79500,23
0,8000,B,3,0,52000,26
1,18250,C,8,0,52000,25
0,4000,C,4,0,54000,27
1,25000,D,3,1,134000,35
0,8000,B,3,0,50000,24
0,3000,A,2,0,64200,40
0,23750,B,6,1,80000,27
1,7200,B,0,0,14400,22
0,12000,A,7,0,91392,23
0,5000,A,0,1,95000,28
0,19775,B,2,0,49110.32,30
0,7000,A,12,0,75000,36
1,14000,A,11,2,45600,23
0,3250,D,4,2,25920,24
1,19275,E,8,0,33600,40
1,8400,C,4,1,66000,27
1,2500,A,4,2,12000,21
0,25000,B,9,1,125000,24
0,4000,B,2,0,24000,23
0,7250,A,0,0,20800,30
0,1500,A,2,0,32004,35
1,2400,D,1,0,30000,21
0,15000,B,18,0,28000,22
1,15000,D,1,0,110000,60
1,5800,A,2,0,26988,31
1,22000,C,4,1,83200,23
0,5600,A,16,0,43000,32
0,10000,B,1,0,145000,26
0,12000,A,5,1,80000,25
0,8000,A,5,0,45286.8,23
1,8000,C,0,1,37732.83,35
1,10000,A,18,1,55000,22
1,5600,D,1,0,45000,22
1,6000,B,1,2,35000,36
0,8000,B,6,0,25000,43
0,3500,B,4,1,59000,26
0,12000,B,5,1,100000,24
1,15250,B,4,1,90000,23
0,9500,A,3,0,60000,36
1,11225,D,14,1,31356,22
1,2500,C,7,1,40000,28
1,5000,D,14,1,89000,24
1,8000,D,0,0,41600,30
1,3550,B,4,0,38400,29
1,4200,D,3,0,22560,22
1,2775,D,0,0,25000,37
0,6300,B,5,2,28000,30
0,4000,D,0,2,31193,22
0,18000,A,11,1,99000,22
1,20000,B,5,1,100970,27
0,10000,B,5,1,75000,25
1,12000,D,5,0,125000,32
1,5350,C,6,1,52000,36
1,4000,C,11,0,45000,37
1,14500,C,3,0,43200,25
0,10000,C,0,1,80000,27
1,6000,B,21,0,63000,31
0,4000,D,27,1,50000,34
1,8000,C,1,2,30000,47
0,20000,B,7,1,65004,26
0,10000,A,0,0,25000,34
1,10000,B,12,0,30000,22
0,3000,B,9,1,88200,26
0,12000,A,3,2,67000,22
0,6400,A,21,2,44000,23
0,1000,C,1,0,25000,26
0,9500,B,2,0,65000,47
0,3600,A,14,2,67000,29
0,17600,C,7,0,59256,25
1,12000,D,2,0,84000,23
0,5200,A,2,0,30000,28
0,1400,B,0,0,10000,24
0,10000,C,0,2,37000,41
1,3000,C,3,1,108000,27
0,5600,A,12,1,72000,37
1,20000,C,7,0,76000,26
0,5500,B,1,0,57000,25
0,6000,C,3,0,22600,21
0,12000,A,2,1,44000,21
0,14500,A,3,0,55000,24
0,12800,B,1,1,99600,25
0,7000,A,2,0,31200,25
1,4200,A,12,0,35000,22
0,10000,B,3,1,54000,28
0,13000,B,8,0,69996,23
0,10000,C,4,0,54996,36
0,10000,D,1,0,26000,36
1,15000,B,1,0,40000,23
1,5725,C,3,1,22404,28
1,7000,B,23,1,98100,23
0,18600,C,2,0,99700,28
1,6400,E,6,0,75000,26
0,10000,A,1,1,60000,22
0,17800,B,6,1,61781,24
0,3000,A,4,0,45000,24
1,3000,C,11,0,45000,26
0,1000,C,2,0,16800,22
0,14000,A,4,0,80000,32
0,5000,B,0,0,75000,30
1,7500,C,1,0,26300,38
1,7200,C,0,1,114000,34
1,9600,B,1,0,28800,21
0,10000,C,0,1,100000,26
0,12000,B,0,0,65000,27
1,3000,B,14,0,43000,23
1,1200,B,0,0,34000,26
0,7000,A,11,1,57738,23
0,10375,A,6,1,79000,22
0,4000,B,3,1,60000,24
0,4500,B,21,1,60000,30
0,20000,A,2,0,50000,55
1,28000,D,13,2,76000,29
0,25000,D,0,1,120000,24
1,5500,D,2,0,21700,21
0,6000,A,10,2,43200,22
1,10000,C,3,0,48000,25
1,9200,B,2,0,22800,22
0,9600,B,2,0,85000,23
0,5000,A,19,0,60000,28
0,3000,A,3,0,25000,24
0,8000,A,4,0,43300,24
0,6400,C,3,0,30000,23
0,5400,A,1,1,98406,32
1,10000,B,28,1,56820,28
0,6000,A,15,0,125004,28
1,1500,A,5,0,30000,35
1,2200,C,2,0,15000,29
0,10000,A,0,0,30000,24
0,2500,A,5,1,28000,23
0,3500,C,1,1,60000,40
0,15000,B,14,1,90000,29
0,10000,A,13,1,54000,30
0,5000,A,7,0,62000,27
1,7000,D,3,0,120000,32
1,9000,B,7,0,33600,21
0,10000,B,2,2,30000,32
0,4500,C,14,2,12000,25
1,25000,D,5,0,151016.08,31
1,3500,C,3,2,25000,31
1,5000,A,14,0,37513,27
0,10000,C,3,0,36000,22
0,10750,B,3,0,24960,27
0,6000,A,4,1,44500,28
0,12000,B,8,0,34000,24
0,12000,C,2,0,37920,29
1,7200,B,2,0,33000,29
0,14000,C,0,0,100000,38
0,5600,B,3,0,60000,21
1,5000,A,17,1,100000,27
1,7000,A,11,2,22800,30
1,6950,D,0,0,25000,24
0,10000,A,13,0,54000,33
0,10000,F,2,1,185000,48
0,5000,B,11,0,108000,24
0,12000,A,4,0,38001.6,24
1,9000,D,23,1,54000,38
1,12000,B,3,0,64000,22
0,12000,D,2,0,40046,30
0,6000,A,0,1,80004,26
0,3000,D,13,1,42000,30
0,8000,D,5,0,90000,22
1,25000,A,3,1,53148,23
0,9000,D,3,1,65993,45
0,12000,E,3,0,125004,33
0,3500,A,6,1,42000,21
1,1800,C,7,0,40000,22
0,7000,B,2,0,52000,25
1,13475,C,1,0,35000,23
1,10000,E,26,1,175400,33
0,12000,A,0,1,75000,24
0,10625,D,15,1,30000,25
0,5000,C,19,1,90000,34
1,14000,A,5,1,132000,29
0,15000,C,5,1,116000,33
0,1400,B,11,1,50000,30
1,2575,C,0,0,44420,35
0,9500,A,2,0,56400,22
0,1000,C,16,1,50000,30
0,2500,A,1,0,48000,28
0,4800,B,1,1,96000,24
0,2000,B,3,0,42000,28
1,10000,B,1,0,40000,24
1,24250,C,16,0,130000,50
1,5000,B,11,1,50000,24
0,2400,B,5,0,43000,22
1,7750,C,3,0,24000,29
1,10000,E,0,0,60000,22
1,10000,B,4,1,140000,25
0,5500,D,3,0,50052,22
1,4800,B,7,0,31200,22
0,8000,D,10,0,45000,21
1,8875,B,1,0,23000,22
1,10800,B,3,1,83000,26
0,1500,B,11,0,27000,27
0,5000,B,4,2,30000,27
1,17725,B,14,0,38220,27
0,14000,A,2,2,40000,33
0,7200,B,6,1,40000,23
0,5600,B,0,1,92000,26
0,30000,D,4,0,75000,25
0,11500,G,0,2,27000,27
0,3000,C,6,1,51000,25
0,5000,C,2,1,45500,27
1,19200,C,9,0,80000,37
1,8000,B,4,1,55000,22
0,6000,D,5,1,73000,32
0,20000,B,5,2,41717,22
0,4000,A,6,2,66480,23
1,7000,A,3,2,30156,29
0,5000,A,1,2,20000,29
1,6000,D,5,1,27600,24
1,3000,B,4,0,50000,23
1,3200,B,8,0,37000,21
1,11000,C,0,0,42000,23
1,15000,A,18,1,126000,30
0,1000,B,23,1,87000,26
0,2400,B,0,0,100000,37
0,6000,D,2,0,39000,22
1,10000,C,0,0,40000,25
0,8000,C,7,0,30000,24
0,7000,A,7,2,14400,36
1,6000,B,2,0,28800,21
1,7500,B,5,1,45500,31
0,12000,B,8,0,31200,22
0,10000,A,1,0,62000,23
0,7000,A,4,0,29736,31
1,7200,B,6,0,30000,33
0,20000,D,0,1,145992,26
1,9600,D,4,0,60000,27
0,14400,A,4,0,85000,27
1,16000,D,3,1,78500,25
0,5000,B,2,2,25000,37
0,22000,A,9,1,55920,33
1,9250,A,2,0,67000,30
1,15000,B,3,0,48564,30
0,15000,C,11,1,100500,27
0,13650,D,2,0,63936,28
0,10000,C,6,0,93000,23
1,3200,C,6,1,47000,31
1,6500,C,9,1,63000,24
0,3000,B,5,0,36000,31
1,7500,C,0,0,72000,28
0,12000,A,17,0,29435,24
1,10000,C,12,2,60000,22
1,5100,B,8,2,33996,24
0,1250,B,4,2,29500,36
1,12000,A,6,0,31800,22
0,5000,B,6,0,35000,38
1,5000,A,0,1,66000,26
0,16000,B,2,1,120000,27
1,18000,B,19,1,120000,23
0,11200,A,9,0,66000,42
0,20000,B,3,1,102000,26
0,12000,C,12,2,51000,39
0,6500,A,4,1,95000,25
1,1400,B,17,0,48000,23
1,20000,B,62,2,80000,24
1,24000,D,11,1,125000,42
0,8000,B,2,0,115000,25
1,10000,D,4,1,100000,35
0,20000,C,11,1,72893,25
0,5000,B,8,2,54000,34
0,13000,B,5,0,70000,39
0,13000,B,18,1,95000,36
0,5000,A,9,0,70000,35
0,2750,D,2,0,16800,23
0,12500,B,0,0,130000,32
0,1000,B,23,1,87000,26
0,3650,B,14,1,105000,22
0,15000,C,4,1,31200,27
0,5000,C,4,0,27264,22
1,1000,B,7,0,13728,24
0,7750,A,11,1,78000,22
1,4000,D,1,1,49000,24
0,14000,A,27,2,60000,22
0,14100,A,6,0,83203.68,30
1,5000,D,2,0,39996,24
1,9600,D,7,0,40000,25
1,28000,C,1,1,160000,27
0,6200,A,4,0,56000,23
1,6500,E,0,0,65000,28
0,5600,B,2,1,110000,32
1,2500,A,3,0,150000,44
1,3000,C,4,1,200000,26
1,2400,C,0,0,28800,24
0,15000,B,14,0,81960,23
0,4000,D,8,1,33996,24
1,6000,F,2,0,48000,39
0,6000,C,7,0,21812,25
1,12000,D,3,2,28000,40
1,3000,B,2,0,14400,33
0,10000,A,4,0,67202,30
1,8500,C,2,1,43000,22
0,15000,E,2,0,96000,33
1,25000,E,0,1,180000,24
0,16000,D,17,2,75000,27
1,4000,C,1,0,18000,22
1,22000,B,8,0,89650,25
0,5500,C,2,0,30996,36
1,2900,B,6,1,70992,24
1,12000,C,7,0,70000,22
1,5000,C,0,0,24996,31
1,20000,C,21,1,64000,31
1,8000,C,6,0,82000,26
0,8000,A,15,1,30000,37
1,3500,C,22,0,70000,23
0,7000,A,2,2,80340,22
0,20000,C,3,0,175000,25
0,10000,A,10,2,72000,27
0,3600,B,5,0,80000,22
0,6000,A,26,2,114000,23
1,18000,F,4,1,150000,26
1,14000,D,11,1,88000,31
1,5000,C,11,1,43000,28
1,30000,E,1,1,116000,46
0,16000,B,1,1,40800,23
1,25000,B,3,1,86000,27
1,3000,C,3,0,27600,28
1,28250,D,7,1,120000,32
1,5300,D,5,0,50004,22
1,6000,B,0,1,60000,39
1,35000,D,2,1,90000,27
1,12000,G,8,1,50000,26
0,21000,B,14,1,90000,38
1,4000,D,2,0,45000,24
0,19200,A,5,1,42000,24
1,8000,D,7,0,42000,30
0,15000,C,16,0,61000,28
1,25000,C,3,0,124499.61,38
0,8000,B,5,0,50000,37
1,5000,C,5,0,21600,23
1,16000,D,0,0,48000,22
0,15000,A,1,1,62000,30
1,30750,D,2,0,80000,29
0,12000,B,16,1,105000,23
0,14000,B,3,0,105000,30
0,18000,B,0,0,130000,36
0,1200,A,0,0,60000,25
0,9000,A,4,0,46000,26
0,3900,A,7,1,20112,36
1,12000,E,2,1,70000,24
1,10000,C,5,0,50000,27
1,20000,B,4,0,78000,23
0,4000,B,3,1,30000,29
0,14000,B,1,0,169000,22
1,7750,D,15,1,65619,27
0,20000,C,2,0,67000,27
1,8000,B,0,0,42816,24
0,12000,A,8,2,80000,24
0,7000,B,12,0,50000,24
1,25000,D,20,1,90000,22
1,6100,C,4,1,72000,38
1,11200,C,20,1,72000,30
1,3500,D,0,0,17280,22
1,6000,B,5,1,53000,28
1,12000,A,5,1,39996,28
0,23500,B,4,2,200000,31
1,2500,B,0,1,75000,23
1,10000,E,8,0,100000,21
0,10000,B,18,1,120000,25
1,5000,D,6,2,40000,24
1,25000,E,2,0,66000,24
1,12000,C,1,1,39000,26
1,7000,D,7,0,36416.84,28
1,9000,D,1,1,62256,30
0,2000,B,1,1,38795.4,36
0,14000,A,2,0,30000,24
0,25000,B,2,0,52000,22
0,12000,B,2,0,34999,29
1,7000,D,1,0,41520,27
1,2800,A,9,1,15204,23
1,3000,C,18,0,45314,32
1,1200,A,2,1,57000,33
1,3000,D,4,1,65000,25
1,7000,B,4,1,29500,32
1,4000,D,2,0,18720,23
1,15000,B,20,0,60000,33
1,8000,C,0,0,23000,24
1,4900,D,3,2,18000,21
1,10000,C,11,0,30000,33
0,3025,B,7,0,80000,28
0,4000,B,5,1,27000,23
0,7000,B,2,0,90000,22
0,4000,B,19,1,130000,30
0,17400,B,7,0,82000,24
0,8000,A,0,0,37000,22
1,1500,C,2,0,30996,40
1,8000,B,3,0,60000,25
1,10000,C,4,1,23000,25
0,16000,A,3,1,480000,41
